序號,縣市,監測月份,測站,"二氧化硫<br />SO2<br />(ppb)","一氧化碳<br />CO<br />(ppm)","二氧化碳<br />CO2<br />(ppm)","臭氧<br />O3<br />(ppb)","懸浮微粒<br />PM 10 <br />(μg/m 3 )","細懸浮微粒<br />PM 2.5 <br />(μg/m 3 )","氮氧化物<br />NOx<br />(ppb)","一氧化氮<br />NO<br />(ppb)","二氧化氮<br />NO2<br />(ppb)","總碳氫化合物<br />THC<br />(ppmC)","總碳氫化合物<br />THC<br />(ppm)","非甲烷碳氫化合物<br />NMHC<br />(ppm)","甲烷<br />CH4<br />(ppm)","苯<br />BENZENE<br />(ppb)","甲苯<br />TOLUENE<br />(ppb)","乙苯<br />ETHYLBENZENE<br />(ppb)","間、對二甲苯<br />M_P_XYLENES<br />(ppb)","鄰二甲苯<br />O_XYLENE<br />(ppb)","風速<br />WIND_SPEED<br />(m/sec)","小時風速值<br />WS_HR<br />(m/sec)","溫度<br />AMB_TEMP<br />(℃)","大氣溫度<br />AMB_TEMP<br />(℃)","降雨強度<br />RAIN_INT<br />(㎜)","降雨量<br />RAINFALL<br />(mm)","酸雨<br />PH_RAIN<br />(pH)","相對濕度<br />RH<br />(percent)","導電度<br />RAIN_COND<br />(μmho/cm)","紫外線指數<br />UVB<br />(UVI)","小時風向值<br />WD_HR<br />(degrees)"
8214,屏東縣,2014/06,恆春,1.6,0.06,404.24,31.5,27,6,3.03,1.4,1.6,-,-,-,-,-,-,-,-,-,4.28,-,28.14,-,-,-,-,76.1,-,-,-
8215,屏東縣,2014/06,屏東,2.4,0.35,-,24.4,35,8,12.73,2.21,10.51,-,-,-,-,-,-,-,-,-,1.85,-,29.37,-,-,-,-,74.11,-,-,-
8216,屏東縣,2014/06,潮州,2.2,0.17,-,24.2,35,12,6.43,1.44,4.98,-,-,-,-,-,-,-,-,-,1.89,-,28.49,-,-,-,-,74.98,-,-,-
8217,屏東縣,2014/05,恆春,1.6,0.11,404.49,38.3,26,8,2.88,1.27,1.59,-,-,-,-,-,-,-,-,-,4.55,-,27.53,-,-,-,-,69.5,-,-,-
8218,屏東縣,2014/05,潮州,2.9,0.26,-,27.8,47,19,10.37,1.6,8.75,-,-,-,-,-,-,-,-,-,1.63,-,27.3,-,-,-,-,73.51,-,-,-
8219,屏東縣,2014/05,屏東,2.8,0.43,-,25.1,41,16,15.8,2.69,13.11,-,-,-,-,-,-,-,-,-,1.55,-,27.83,-,-,-,-,72.78,-,-,-
8220,屏東縣,2014/04,屏東,3.9,0.51,-,42.9,69,35,15.63,1.52,14.1,-,-,-,-,-,-,-,-,-,1.68,-,26.12,-,-,-,-,69.33,-,-,-
8221,屏東縣,2014/04,潮州,3.0,0.35,-,41.8,67,30,10.48,1.22,9.24,-,-,-,-,-,-,-,-,-,1.71,-,25.25,-,-,-,-,71.91,-,-,-
8222,屏東縣,2014/04,恆春,1.4,0.18,407.48,50.4,33,12,2.4,1.09,1.29,-,-,-,-,-,-,-,-,-,5.63,-,24.68,-,-,-,-,67.53,-,-,-
8223,屏東縣,2014/03,屏東,4.0,0.56,-,35.7,87,40,20.38,2.25,18.13,-,-,-,-,-,-,-,-,-,1.61,-,22.89,-,-,-,-,68.1,-,-,-
8224,屏東縣,2014/03,潮州,3.6,0.41,-,36.9,82,38,13.95,1.54,12.41,-,-,-,-,-,-,-,-,-,1.68,-,22.15,-,-,-,-,71.81,-,-,-
8225,屏東縣,2014/03,恆春,1.1,0.19,406.28,48.2,36,13,2.23,0.74,1.39,-,-,-,-,-,-,-,-,-,6.53,-,21.77,-,-,-,-,77.74,-,-,-
8226,屏東縣,2014/02,屏東,3.1,0.54,-,32.6,65,32,19.77,2.46,17.3,-,-,-,-,-,-,-,-,-,1.44,-,20.25,-,-,-,-,69.52,-,-,-
8227,屏東縣,2014/02,恆春,1.1,0.18,407.91,43.1,28,9,2.02,0.59,1.35,-,-,-,-,-,-,-,-,-,6.55,-,20.58,-,-,-,-,77.76,-,-,-
8228,屏東縣,2014/02,潮州,3.6,0.42,-,33.9,76,38,14.93,1.76,13.16,-,-,-,-,-,-,-,-,-,1.59,-,19.67,-,-,-,-,74.08,-,-,-
8229,屏東縣,2014/01,恆春,1.7,0.19,408.31,49.8,35,15,2.98,1.19,1.76,-,-,-,-,-,-,-,-,-,7.37,-,-,20.01,-,-,-,69.37,-,-,-
8230,屏東縣,2014/01,屏東,4.2,0.63,-,37.7,94,49,22.28,2.19,20.08,-,-,-,-,-,-,-,-,-,1.28,-,-,19.09,-,-,-,63.14,-,-,-
8231,屏東縣,2014/01,潮州,4.0,0.46,-,38.4,103,51,-,-,-,-,-,-,-,-,-,-,-,-,1.52,-,-,18.09,-,-,-,70.45,-,-,-
8232,屏東縣,2013/12,潮州,3.9,0.54,-,30.7,103,69,16.45,1.99,14.45,-,-,-,-,-,-,-,-,-,1.42,-,-,19.08,-,-,-,74.9,-,-,-
8233,屏東縣,2013/12,屏東,4.1,0.68,-,29.4,88,57,23.6,2.7,20.9,-,-,-,-,-,-,-,-,-,1.07,-,-,19.67,-,-,-,69.07,-,-,-
8234,屏東縣,2013/12,恆春,2.1,0.23,-,45.6,28,16,3.35,1.36,1.98,-,-,-,-,-,-,-,-,-,8.31,-,-,20.49,-,-,-,74.92,-,-,-
8235,屏東縣,2013/11,屏東,4.6,0.62,-,35.9,96,51,20.65,2.18,18.46,-,2.196,0.223,1.97,-,-,-,-,-,-,-,-,24.4,-,-,-,70.32,-,-,-
8236,屏東縣,2013/11,恆春,2.3,0.16,400.25,39.6,34,17,2.66,1.09,1.54,-,-,-,-,-,-,-,-,-,-,-,-,24.08,-,-,-,74.94,-,-,-
8237,屏東縣,2013/11,潮州,3.6,0.44,-,36.2,103,58,13.25,1.7,11.55,-,-,-,-,-,-,-,-,-,-,-,-,23.23,-,-,-,76.02,-,-,-
8238,屏東縣,2013/10,屏東,3.9,0.5,-,46.8,85,43,15.67,1.41,14.26,-,2.108,0.17,1.94,-,-,-,-,-,-,-,-,26.52,-,-,-,68.19,-,-,-
8239,屏東縣,2013/10,潮州,2.7,0.3,-,44.8,81,44,8.56,1.11,7.43,-,-,-,-,-,-,-,-,-,-,-,-,25.6,-,-,-,72.54,-,-,-
8240,屏東縣,2013/10,恆春,1.4,0.13,405.46,47.5,43,21,2.18,0.47,1.61,-,-,-,-,-,-,-,-,-,-,-,-,25.37,-,-,-,74.6,-,-,-
8241,屏東縣,2013/09,屏東,3.2,0.49,-,41.1,55,41,13.74,1.67,12.06,-,2.126,0.176,1.95,-,-,-,-,-,1.56,-,-,28.32,-,-,-,74.18,-,-,-
8242,屏東縣,2013/09,恆春,0.9,0.1,391.81,34.0,32,15,2.13,0.87,1.21,-,-,-,-,-,-,-,-,-,5.37,-,-,27.03,-,-,-,75.92,-,-,-
8243,屏東縣,2013/09,潮州,2.7,0.27,-,41.0,56,35,5.91,0.96,4.93,-,-,-,-,-,-,-,-,-,1.68,-,-,27.3,-,-,-,80.74,-,-,-
8244,屏東縣,2013/08,屏東,2.4,0.38,-,21.4,31,24,12.84,2.54,10.3,-,2.018,0.135,1.88,-,-,-,-,-,-,-,-,28.51,-,-,-,78.37,-,-,-
8245,屏東縣,2013/08,潮州,1.8,0.15,-,22.8,33,19,5.35,1.21,4.13,-,-,-,-,-,-,-,-,-,-,-,-,27.73,-,-,-,85.26,-,-,-
8246,屏東縣,2013/08,恆春,1.2,0.06,396.54,22.3,25,9,2.51,1.18,1.28,-,-,-,-,-,-,-,-,-,-,-,-,27.51,-,-,-,79.79,-,-,-
8247,屏東縣,2013/07,恆春,0.9,0.05,398.04,18.2,19,7,2.18,1.19,0.95,-,-,-,-,-,-,-,-,-,-,-,-,27.78,-,-,-,77.28,-,-,-
8248,屏東縣,2013/07,屏東,2.6,0.34,-,24.4,37,25,11.6,2.12,9.47,-,1.985,0.121,1.86,-,-,-,-,-,-,-,-,29.5,-,-,-,71.04,-,-,-
8249,屏東縣,2013/07,潮州,2.0,0.16,-,21.1,37,21,6.45,1.56,4.89,-,-,-,-,-,-,-,-,-,-,-,-,28.65,-,-,-,79.57,-,-,-
8250,屏東縣,2013/06,恆春,1.0,0.09,395.54,23.1,26,13,1.91,1.04,0.82,-,-,-,-,-,-,-,-,-,-,-,-,28.33,-,-,-,73.1,-,-,-
8251,屏東縣,2013/06,屏東,2.8,0.39,-,26.3,42,29,12.29,2.1,10.19,-,2.0,0.123,1.88,-,-,-,-,-,-,-,-,29.9,-,-,-,70.37,-,-,-
8252,屏東縣,2013/06,潮州,2.4,0.21,-,22.1,40,26,7.2,1.51,5.68,-,-,-,-,-,-,-,-,-,-,-,-,28.94,-,-,-,79.41,-,-,-
8253,屏東縣,2013/05,潮州,2.4,0.21,-,21.8,35,25,7.75,1.7,6.05,-,-,-,-,-,-,-,-,-,-,-,-,27.02,-,-,-,84.18,-,-,-
8254,屏東縣,2013/05,恆春,0.9,0.1,396.12,33.3,21,-,2.0,1.01,0.92,-,-,-,-,-,-,-,-,-,-,-,-,25.95,-,-,-,78.4,-,-,-
8255,屏東縣,2013/05,屏東,3.0,0.43,-,26.3,43,31,15.43,2.45,12.98,-,2.058,0.154,1.9,-,-,-,-,-,-,-,-,27.89,-,-,-,76.21,-,-,-
8256,屏東縣,2013/04,屏東,3.5,0.57,-,35.1,66,47,17.81,1.69,16.12,-,2.149,0.167,1.98,-,-,-,-,-,-,-,-,25.28,-,-,-,73.54,-,-,-
8257,屏東縣,2013/04,潮州,3.1,0.43,-,31.6,67,43,12.86,1.65,11.19,-,-,-,-,-,-,-,-,-,-,-,-,24.71,-,-,-,80.87,-,-,-
8258,屏東縣,2013/04,恆春,1.2,0.24,396.74,53.1,32,19,2.74,0.91,1.78,-,-,-,-,-,-,-,-,-,-,-,-,24.11,-,-,-,77.68,-,-,-
8259,屏東縣,2013/03,恆春,0.8,0.2,402.85,46.1,30,17,2.43,0.97,1.42,-,-,-,-,-,-,-,-,-,-,-,-,23.47,-,-,-,74.91,-,-,-
8260,屏東縣,2013/03,潮州,3.3,0.4,-,32.7,88,48,13.68,1.71,11.96,-,-,-,-,-,-,-,-,-,-,-,-,23.45,-,-,-,74.35,-,-,-
8261,屏東縣,2013/03,屏東,3.8,0.55,-,34.0,79,53,18.34,1.95,16.38,-,2.174,0.169,2.0,-,-,-,-,-,-,-,-,24.25,-,-,-,68.19,-,-,-
8262,屏東縣,2013/02,屏東,3.6,0.58,-,35.5,88,57,17.24,1.82,15.41,-,2.103,0.166,1.94,-,-,-,-,-,-,-,-,22.73,-,-,-,70.51,-,-,-
8263,屏東縣,2013/02,潮州,3.4,0.45,-,35.7,101,55,13.56,1.47,12.08,-,-,-,-,-,-,-,-,-,-,-,-,22.32,-,-,-,76.58,-,-,-
8264,屏東縣,2013/02,恆春,0.7,0.18,400.87,42.8,24,12,1.85,0.86,0.94,-,-,-,-,-,-,-,-,-,-,-,-,22.56,-,-,-,78.22,-,-,-
8265,屏東縣,2013/01,恆春,1.0,0.24,403.87,45.1,24,14,2.26,0.95,1.28,-,-,-,-,-,-,-,-,-,-,-,-,20.54,-,-,-,75.48,-,-,-
8266,屏東縣,2013/01,潮州,3.2,0.52,-,30.8,96,57,17.56,2.1,15.45,-,-,-,-,-,-,-,-,-,-,-,-,19.43,-,-,-,77.42,-,-,-
8267,屏東縣,2013/01,屏東,3.0,0.63,-,27.3,85,57,21.33,2.75,18.59,-,2.125,0.192,1.93,-,-,-,-,-,-,-,-,19.64,-,-,-,71.83,-,-,-
8268,屏東縣,2012/12,恆春,0.9,0.22,400.57,39.6,22,13,2.72,1.01,1.67,-,-,-,-,-,-,-,-,-,-,-,-,21.36,-,-,-,78.12,-,-,-
8269,屏東縣,2012/12,屏東,3.6,0.63,-,28.3,78,49,20.8,2.75,18.05,-,2.103,0.193,1.91,-,-,-,-,-,-,-,-,20.94,-,-,-,75.74,-,-,-
8270,屏東縣,2012/12,潮州,3.1,0.49,-,28.9,81,47,15.56,2.22,13.34,-,-,-,-,-,-,-,-,-,-,-,-,20.62,-,-,-,81.49,-,-,-
8271,屏東縣,2012/11,恆春,0.9,0.22,399.89,43.0,26,14,2.57,0.98,1.54,-,-,-,-,-,-,-,-,-,-,-,-,23.62,-,-,-,78.75,-,-,-
8272,屏東縣,2012/11,潮州,3.3,0.43,-,35.6,73,46,11.84,2.15,9.69,-,-,-,-,-,-,-,-,-,-,-,-,24.29,-,-,-,80.94,-,-,-
8273,屏東縣,2012/11,屏東,4.0,0.64,-,33.8,81,49,20.41,2.92,17.49,-,2.193,0.212,1.98,-,-,-,-,-,-,-,-,24.71,-,-,-,75.48,-,-,-
8274,屏東縣,2012/10,潮州,3.1,0.35,-,47.8,76,48,8.82,1.21,7.59,-,-,-,-,-,-,-,-,-,-,-,-,25.81,-,-,-,76.15,-,-,-
8275,屏東縣,2012/10,屏東,4.0,0.55,-,49.2,92,53,16.17,1.5,14.67,-,2.139,0.178,1.96,-,-,-,-,-,-,-,-,26.33,-,-,-,71.4,-,-,-
8276,屏東縣,2012/10,恆春,0.7,0.15,395.23,46.5,34,17,2.49,1.01,1.46,-,-,-,-,-,-,-,-,-,-,-,-,24.93,-,-,-,74.07,-,-,-
8277,屏東縣,2012/09,屏東,3.4,0.48,-,41.1,68,38,14.21,1.45,12.75,-,2.059,0.169,1.89,-,-,-,-,-,-,-,-,28.27,-,-,-,74.76,-,-,-
8278,屏東縣,2012/09,恆春,0.8,0.11,394.66,34.8,28,14,2.51,1.08,1.41,-,-,-,-,-,-,-,-,-,-,-,-,26.91,-,-,-,79.6,-,-,-
8279,屏東縣,2012/09,潮州,2.6,0.3,-,42.6,61,41,6.6,1.08,5.49,-,-,-,-,-,-,-,-,-,-,-,-,27.55,-,-,-,79.34,-,-,-
8280,屏東縣,2012/08,屏東,2.6,0.47,-,24.5,45,25,14.08,2.8,11.28,-,2.02,0.176,1.84,-,-,-,-,-,-,-,-,27.84,-,-,-,82.98,-,-,-
8281,屏東縣,2012/08,恆春,0.8,0.1,393.05,30.1,33,16,3.31,1.69,1.61,-,-,-,-,-,-,-,-,-,-,-,-,27.32,-,-,-,85.45,-,-,-
8282,屏東縣,2012/08,潮州,1.7,0.2,-,25.5,36,24,5.56,1.19,4.35,-,-,-,-,-,-,-,-,-,-,-,-,27.21,-,-,-,85.25,-,-,-
8283,屏東縣,2012/07,屏東,2.8,0.34,-,23.4,47,22,12.75,2.73,10.02,-,1.914,0.138,1.78,-,-,-,-,-,-,-,-,29.3,-,-,-,77.89,-,-,-
8284,屏東縣,2012/07,潮州,2.0,0.18,-,16.9,41,22,7.94,2.29,5.65,-,-,-,-,-,-,-,-,-,-,-,-,28.89,-,-,-,78.17,-,-,-
8285,屏東縣,2012/07,恆春,1.0,0.06,395.33,22.2,17,8,2.96,1.33,1.6,-,-,-,-,-,-,-,-,-,-,-,-,27.54,-,-,-,84.21,-,-,-
8286,屏東縣,2012/06,屏東,2.6,0.42,-,26.5,52,19,13.55,3.06,10.49,-,1.941,0.171,1.77,-,-,-,-,-,-,-,-,28.53,-,-,-,82.08,-,-,-
8287,屏東縣,2012/06,潮州,1.7,0.16,-,26.6,31,18,5.1,1.3,3.8,-,-,-,-,-,-,-,-,-,-,-,-,27.85,-,-,-,83.27,-,-,-
8288,屏東縣,2012/06,恆春,0.7,0.07,393.23,31.3,24,11,2.37,1.22,1.09,-,-,-,-,-,-,-,-,-,-,-,-,27.31,-,-,-,85.86,-,-,-
8289,屏東縣,2012/05,恆春,1.0,0.14,404.26,37.2,20,11,3.43,1.56,1.86,-,-,-,-,-,-,-,-,-,-,-,-,26.53,-,-,-,81.63,-,-,-
8290,屏東縣,2012/05,屏東,3.3,0.45,-,33.6,58,26,13.7,2.46,11.24,-,2.054,0.171,1.88,-,-,-,-,-,-,-,-,27.96,-,-,-,77.07,-,-,-
8291,屏東縣,2012/05,潮州,2.8,0.25,-,29.9,44,27,7.21,1.49,5.72,-,-,-,-,-,-,-,-,-,-,-,-,27.42,-,-,-,79.86,-,-,-
8292,屏東縣,2012/04,屏東,3.4,0.5,-,27.2,64,29,16.07,2.42,13.63,-,2.112,0.186,1.93,-,-,-,-,-,-,-,-,26.54,-,-,-,74.06,-,-,-
8293,屏東縣,2012/04,恆春,1.2,0.18,399.29,37.3,26,15,3.9,1.76,2.13,-,-,-,-,-,-,-,-,-,-,-,-,25.17,-,-,-,79.7,-,-,-
8294,屏東縣,2012/04,潮州,2.7,0.31,-,25.4,51,31,9.58,1.67,7.91,-,-,-,-,-,-,-,-,-,-,-,-,26.13,-,-,-,77.0,-,-,-
8295,屏東縣,2012/03,恆春,1.6,0.19,-,42.6,26,12,3.71,2.03,1.68,-,-,-,-,-,-,-,-,-,-,-,-,23.49,-,-,-,77.61,-,-,-
8296,屏東縣,2012/03,潮州,3.0,0.44,-,32.6,90,52,14.67,2.23,12.44,-,-,-,-,-,-,-,-,-,-,-,-,23.49,-,-,-,74.96,-,-,-
8297,屏東縣,2012/03,屏東,3.5,0.58,-,35.2,97,47,19.56,2.58,16.98,-,2.176,0.205,1.97,-,-,-,-,-,-,-,-,23.57,-,-,-,70.49,-,-,-
8298,屏東縣,2012/02,潮州,3.2,0.49,-,23.2,83,52,18.2,3.02,15.18,-,-,-,-,-,-,-,-,-,-,-,-,20.23,-,-,-,80.65,-,-,-
8299,屏東縣,2012/02,屏東,2.8,0.59,-,23.1,82,46,21.19,3.77,17.42,-,2.166,0.206,1.96,-,-,-,-,-,-,-,-,19.83,-,-,-,77.45,-,-,-
8300,屏東縣,2012/02,恆春,1.9,0.23,396.35,40.5,15,11,4.73,2.0,2.72,-,-,-,-,-,-,-,-,-,-,-,-,21.34,-,-,-,80.75,-,-,-
8301,屏東縣,2012/01,恆春,2.2,0.26,399.63,40.9,21,14,4.66,2.05,2.61,-,-,-,-,-,-,-,-,-,-,-,-,20.11,-,-,-,80.8,-,-,-
8302,屏東縣,2012/01,潮州,3.3,0.55,-,23.6,89,59,18.15,3.14,15.01,-,-,-,-,-,-,-,-,-,-,-,-,19.38,-,-,-,77.51,-,-,-
8303,屏東縣,2012/01,屏東,2.8,0.61,-,24.3,80,49,20.22,3.42,16.8,-,2.158,0.2,1.96,-,-,-,-,-,-,-,-,19.24,-,-,-,75.94,-,-,-
8304,屏東縣,2011/12,屏東,3.5,0.63,-,24.6,88,53,22.53,3.56,18.97,-,2.207,0.226,1.98,-,-,-,-,-,-,-,-,19.98,-,-,-,77.55,-,-,-
8305,屏東縣,2011/12,潮州,3.4,0.52,-,22.5,85,61,19.79,3.32,16.48,-,-,-,-,-,-,-,-,-,-,-,-,19.76,-,-,-,79.89,-,-,-
8306,屏東縣,2011/12,恆春,2.0,0.18,400.73,38.5,19,11,5.21,2.53,2.68,-,-,-,-,-,-,-,-,-,-,-,-,20.27,-,-,-,76.74,-,-,-
8307,屏東縣,2011/11,恆春,1.9,0.12,395.07,33.3,18,10,4.34,2.18,2.16,-,-,-,-,-,-,-,-,-,-,-,-,24.03,-,-,-,78.98,-,-,-
8308,屏東縣,2011/11,屏東,3.9,0.62,-,29.4,78,41,19.2,3.4,15.8,-,2.247,0.227,2.02,-,-,-,-,-,-,-,-,25.04,-,-,-,79.46,-,-,-
8309,屏東縣,2011/11,潮州,3.4,0.41,-,30.1,68,48,12.62,2.42,10.2,-,-,-,-,-,-,-,-,-,-,-,-,24.46,-,-,-,80.13,-,-,-
8310,屏東縣,2011/10,屏東,4.6,0.59,-,44.4,84,46,16.49,2.05,14.43,-,2.203,0.208,2.0,-,-,-,-,-,-,-,-,27.04,-,-,-,76.99,-,-,-
8311,屏東縣,2011/10,潮州,3.6,0.37,-,39.4,65,46,9.48,2.09,7.39,-,-,-,-,-,-,-,-,-,-,-,-,26.09,-,-,-,79.15,-,-,-
8312,屏東縣,2011/10,恆春,2.0,0.12,391.4,34.9,23,14,3.98,1.84,2.13,-,-,-,-,-,-,-,-,-,-,-,-,25.03,-,-,-,78.09,-,-,-
8313,屏東縣,2011/09,屏東,3.4,0.53,-,43.1,72,39,13.22,2.6,10.62,-,2.131,0.179,1.95,-,-,-,-,-,-,-,-,28.41,-,-,-,76.66,-,-,-
8314,屏東縣,2011/09,潮州,2.7,0.31,-,35.2,57,43,8.05,1.84,6.21,-,-,-,-,-,-,-,-,-,-,-,-,27.45,-,-,-,77.36,-,-,-
8315,屏東縣,2011/09,恆春,2.0,0.11,387.81,34.4,33,22,3.98,1.76,2.22,-,-,-,-,-,-,-,-,-,-,-,-,26.46,-,-,-,80.51,-,-,-
8316,屏東縣,2011/08,屏東,2.6,0.36,-,26.0,44,21,11.22,3.18,8.04,-,1.967,0.132,1.84,-,-,-,-,-,-,-,-,29.19,-,-,-,76.33,-,-,-
8317,屏東縣,2011/08,潮州,2.1,0.17,-,26.3,34,24,6.91,1.66,5.25,-,-,-,-,-,-,-,-,-,-,-,-,28.3,-,-,-,76.47,-,-,-
8318,屏東縣,2011/08,恆春,1.9,0.05,394.62,18.8,17,11,3.77,1.66,2.1,-,-,-,-,-,-,-,-,-,-,-,-,27.64,-,-,-,81.09,-,-,-
8319,屏東縣,2011/07,屏東,2.8,0.41,-,24.2,40,19,12.68,3.53,9.15,-,2.016,0.158,1.86,-,-,-,-,-,-,-,-,28.84,-,-,-,78.06,-,-,-
8320,屏東縣,2011/07,恆春,1.6,0.07,390.25,23.0,21,11,3.28,1.66,1.62,-,-,-,-,-,-,-,-,-,-,-,-,27.16,-,-,-,83.72,-,-,-
8321,屏東縣,2011/07,潮州,2.4,0.18,-,24.1,33,21,6.97,1.52,5.45,-,-,-,-,-,-,-,-,-,-,-,-,27.83,-,-,-,78.57,-,-,-
8322,屏東縣,2011/06,潮州,2.5,0.17,-,22.6,36,21,8.46,2.31,6.15,-,-,-,-,-,-,-,-,-,-,-,-,28.84,-,-,-,72.12,-,-,-
8323,屏東縣,2011/06,恆春,2.0,0.07,386.75,22.5,16,10,3.11,1.65,1.45,-,-,-,-,-,-,-,-,-,-,-,-,27.35,-,-,-,82.77,-,-,-
8324,屏東縣,2011/06,屏東,3.1,0.36,-,25.6,42,20,12.63,3.6,9.02,-,1.985,0.137,1.85,-,-,-,-,-,-,-,-,29.66,-,-,-,72.51,-,-,-
8325,屏東縣,2011/05,恆春,2.3,0.14,400.18,35.2,20,13,3.41,1.31,2.09,-,-,-,-,-,-,-,-,-,-,-,-,25.68,-,-,-,80.29,-,-,-
8326,屏東縣,2011/05,潮州,3.3,0.29,-,29.1,51,30,11.75,2.59,9.16,-,-,-,-,-,-,-,-,-,-,-,-,26.74,-,-,-,75.72,-,-,-
8327,屏東縣,2011/05,屏東,3.4,0.46,-,32.9,59,29,15.19,3.38,11.81,-,2.116,0.165,1.95,-,-,-,-,-,-,-,-,27.54,-,-,-,73.49,-,-,-
8328,屏東縣,2011/04,屏東,4.7,0.55,-,44.3,93,50,17.4,1.84,15.56,-,2.187,0.181,2.01,-,-,-,-,-,-,-,-,24.95,-,-,-,65.14,-,-,-
8329,屏東縣,2011/04,恆春,2.1,0.2,401.95,49.2,39,19,3.38,1.72,1.66,-,-,-,-,-,-,-,-,-,-,-,-,22.89,-,-,-,72.03,-,-,-
8330,屏東縣,2011/04,潮州,3.8,0.38,-,43.1,79,51,13.55,2.11,11.45,-,-,-,-,-,-,-,-,-,-,-,-,23.92,-,-,-,70.48,-,-,-
8331,屏東縣,2011/03,恆春,2.0,0.24,395.35,50.4,28,16,3.99,2.1,1.88,-,-,-,-,-,-,-,-,-,-,-,-,20.1,-,-,-,72.47,-,-,-
8332,屏東縣,2011/03,屏東,5.4,0.63,-,39.8,116,64,22.2,1.85,20.34,-,2.234,0.218,2.02,-,-,-,-,-,-,-,-,21.55,-,-,-,65.55,-,-,-
8333,屏東縣,2011/03,潮州,4.6,0.5,-,38.9,103,69,18.85,3.23,15.62,-,-,-,-,-,-,-,-,-,-,-,-,21.38,-,-,-,70.48,-,-,-
8334,屏東縣,2011/02,恆春,2.0,0.25,394.01,45.0,24,15,3.6,1.54,2.06,-,-,-,-,-,-,-,-,-,-,-,-,20.63,-,-,-,73.32,-,-,-
8335,屏東縣,2011/02,屏東,4.0,0.66,-,36.3,107,59,22.61,2.74,19.87,-,2.253,0.222,2.03,-,-,-,-,-,-,-,-,20.58,-,-,-,66.31,-,-,-
8336,屏東縣,2011/02,潮州,4.6,0.55,-,36.5,102,65,18.81,3.33,15.49,-,-,-,-,-,-,-,-,-,-,-,-,20.3,-,-,-,72.48,-,-,-
8337,屏東縣,2011/01,恆春,2.0,0.25,399.85,40.3,16,10,4.37,1.61,2.77,-,-,-,-,-,-,-,-,-,-,-,-,18.89,-,-,-,72.21,-,-,-
8338,屏東縣,2011/01,屏東,3.4,0.64,-,22.8,88,48,26.47,4.12,22.35,-,2.21,0.235,1.98,-,-,-,-,-,-,-,-,17.62,-,-,-,70.62,-,-,-
8339,屏東縣,2011/01,潮州,3.7,0.56,-,23.2,106,58,23.73,4.73,19.01,-,-,-,-,-,-,-,-,-,-,-,-,17.8,-,-,-,75.26,-,-,-
8340,屏東縣,2010/12,恆春,2.4,0.23,406.16,47.0,39,21,4.42,1.49,2.94,-,-,-,-,-,-,-,-,-,-,-,-,21.3,-,-,-,70.76,-,-,-
8341,屏東縣,2010/12,屏東,4.5,0.65,-,35.9,101,54,24.93,2.92,22.01,-,2.276,0.265,2.01,-,-,-,-,-,-,-,-,20.84,-,-,-,64.44,-,-,-
8342,屏東縣,2010/12,潮州,4.0,0.5,-,36.5,107,61,19.19,3.43,15.76,-,-,-,-,-,-,-,-,-,-,-,-,20.31,-,-,-,71.77,-,-,-
8343,屏東縣,2010/11,潮州,3.7,0.43,-,39.6,99,56,16.16,3.48,12.68,-,-,-,-,-,-,-,-,-,-,-,-,23.53,-,-,-,75.95,-,-,-
8344,屏東縣,2010/11,恆春,1.9,0.17,399.91,45.6,26,15,3.62,1.57,2.04,-,-,-,-,-,-,-,-,-,-,-,-,23.91,-,-,-,72.56,-,-,-
8345,屏東縣,2010/11,屏東,4.2,0.59,-,37.7,96,54,21.97,2.36,19.61,-,2.26,0.237,2.02,-,-,-,-,-,-,-,-,23.84,-,-,-,72.11,-,-,-
8346,屏東縣,2010/10,屏東,4.1,0.56,-,38.2,76,42,18.0,2.2,15.79,-,2.257,0.22,2.04,-,-,-,-,-,-,-,-,27.04,-,-,-,74.21,-,-,-
8347,屏東縣,2010/10,恆春,1.9,0.13,393.2,37.1,21,13,3.28,1.58,1.7,-,-,-,-,-,-,-,-,-,-,-,-,26.15,-,-,-,78.3,-,-,-
8348,屏東縣,2010/10,潮州,3.5,0.36,-,43.4,71,41,10.66,2.55,8.12,-,-,-,-,-,-,-,-,-,-,-,-,26.58,-,-,-,78.07,-,-,-
8349,屏東縣,2010/09,潮州,2.4,0.21,-,33.2,43,25,6.48,1.81,4.67,-,-,-,-,-,-,-,-,-,-,-,-,27.75,-,-,-,79.92,-,-,-
8350,屏東縣,2010/09,屏東,3.4,0.46,-,32.8,50,29,15.03,2.61,12.43,-,2.142,0.183,1.96,-,-,-,-,-,-,-,-,28.42,-,-,-,76.67,-,-,-
8351,屏東縣,2010/09,恆春,2.1,0.1,385.26,29.6,19,11,3.56,1.6,1.96,-,-,-,-,-,-,-,-,-,-,-,-,27.4,-,-,-,82.25,-,-,-
8352,屏東縣,2010/08,潮州,2.5,0.19,-,27.7,40,23,6.79,1.64,5.14,-,-,-,-,-,-,-,-,-,-,-,-,28.65,-,-,-,79.08,-,-,-
8353,屏東縣,2010/08,屏東,2.9,0.4,-,26.9,42,23,14.74,2.54,12.2,-,2.1,0.181,1.92,-,-,-,-,-,-,-,-,29.04,-,-,-,75.26,-,-,-
